qubits,depth,noise_model,noise_probability,mean_success,std_success,mean_fidelity,std_fidelity,mean_error_rate,success_ci,success_ci_lower,success_ci_upper
2,16,depolarizing,0.002,0.8912000000000001,0.0060580524923444295,0.8911999999999999,0.006058052492344377,0.1087999999999999,0.007520859780636842,0.8836791402193632,0.898720859780637
2,16,depolarizing,0.005,0.761,0.016015617378046968,0.761,0.016015617378047006,0.239,0.01988282748504347,0.7411171725149566,0.7808828274850435
2,16,depolarizing,0.01,0.5912,0.013917614738165458,0.5912,0.013917614738165489,0.40880000000000005,0.017278230761278785,0.5739217692387212,0.6084782307612787
2,16,depolarizing,0.02,0.3888,0.01700588133558507,0.3888,0.017005881335585067,0.6112,0.021112205470769765,0.3676877945292302,0.40991220547076973
2,16,depolarizing,0.05,0.252,0.010148891565092235,0.25199999999999995,0.010148891565092258,0.748,0.012599493069167524,0.23940050693083248,0.2645994930691675
2,16,depolarizing,0.1,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616,0.011020405335558207,0.2273795946644418,0.2494204053355582
2,16,phase_flip,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,16,phase_flip,0.001,0.9354000000000001,0.004615192303685693,0.9354000000000001,0.004615192303685693,0.06459999999999988,0.0057295994414967135,0.9296704005585034,0.9411295994414969
2,16,phase_flip,0.002,0.8782,0.008105553651663775,0.8782,0.008105553651663823,0.12180000000000002,0.010062760686809556,0.8681372393131904,0.8882627606868095
2,16,phase_flip,0.005,0.7333999999999999,0.01517563837207519,0.7333999999999999,0.0151756383720752,0.26660000000000006,0.018840022997862856,0.7145599770021371,0.7522400229978627
2,16,phase_flip,0.01,0.5542,0.01336787193236083,0.5542,0.01336787193236083,0.4458,0.016595744341246062,0.5376042556587539,0.5707957443412461
